DATE,RAIN,T.MAX,T.MIN,T.MIN.G,WIND
1966-04-04,3.84962189648069,-1.1043890758808366,-0.7083312475360674,-0.19148790388362819,21.25
1966-04-05,0.9465560658199245,-0.6531098167697211,-0.5717418410728551,0.067095923008509,17.37
1966-04-06,-0.4677580568096794,-0.24480953471680778,-0.7083312475360674,0.067095923008509,4.88
1966-04-07,-0.4677580568096794,-0.48119390853691557,0.0656753890888019,0.62120412349166,9.33
1966-04-08,4.023309595750993,-0.5026833970660162,0.17949989447481207,0.7320257635882903,11.42
1966-04-09,1.0209936512214826,-0.15885158060040483,0.3160893009380242,0.8243771303354822,18.63
1966-04-10,-0.14519518673626097,-0.09438311501310251,-0.07091401737441043,-0.39466091072745024,10.41
1966-04-11,-0.4181329998753074,-0.6745993052988222,0.1567349933976099,0.2333283831534543,14.21
1966-04-12,-0.4677580568096794,-1.1903470299972392,-0.16197362168321844,0.30720947655120784,17.71
1966-04-13,-0.4677580568096794,-1.663115777637455,-0.7083312475360674,0.04862564965907062,24.71
1966-04-14,0.9961811227542966,-2.0069475941030666,-0.9587451593852896,-0.3577203640285735,21.79
1966-04-15,4.246622351955667,-1.7705632202829586,-1.0953345658485019,-0.4685420041252037,20.62
1966-04-16,2.8323082293260633,-1.5986473120501528,-1.0953345658485019,-0.4500717307757654,10.41
1966-04-17,-0.14519518673626097,-1.5556683349919516,-0.503447137841249,0.15944728975570086,10.71
1966-04-18,0.4503054964762039,-1.5556683349919516,-0.503447137841249,0.067095923008509,16.66
1966-04-19,1.9886822614417379,-1.3407734497009443,-0.480682236764047,0.1040364697073857,11.71
1966-04-20,-0.4181329998753074,-0.11587260354220315,-1.3685133787749262,-1.0041799312589166,11.96
1966-04-21,1.542056749032389,0.034553816161501716,-1.18639417015731,-1.0411204779577932,7.87
1966-04-22,-0.26925782907219115,1.023070288500135,0.3616191030924283,0.8428474036849205,15.29
1966-04-23,0.8224934234839943,0.4858330752726167,0.5437383117100447,0.8243771303354822,12.96
1966-04-24,-0.4181329998753074,0.33540665556891186,-0.1847385227604206,-0.08066626378699801,11.08
1966-04-25,-0.4677580568096794,0.4213646096853148,-0.23026832491482452,-0.19148790388362819,9.21
1966-04-26,-0.44294552834249334,-0.09438311501310251,0.7258575203276608,0.6396743968410985,13.75
1966-04-27,-0.44294552834249334,0.1849802358652066,0.7941522235592671,0.7320257635882903,20.88
1966-04-28,-0.4677580568096794,0.1849802358652066,0.0656753890888019,0.12250674305682407,13.54
1966-04-29,-0.4677580568096794,1.023070288500135,0.8396820257136709,0.7320257635882903,13.29
1966-04-30,-0.4677580568096794,1.1949861967329403,-0.5945067421500572,-0.6163041909207106,4.75
1966-05-01,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,4.54
1966-05-02,-0.34369541447374924,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,1.96
1966-05-03,-0.4181329998753074,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,7.38
1966-05-04,-0.2444453006050051,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,15.34
1966-05-05,0.15255515486997143,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,11.34
1966-05-06,-0.19482024367063303,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,16.0
1966-05-07,0.6239931957465061,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,9.38
1966-05-08,-0.3933204714081213,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,5.96
1966-05-09,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,12.62
1966-05-10,-0.19482024367063303,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,10.5
1966-05-11,0.15255515486997143,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,6.34
1966-05-12,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,5.79
1966-05-13,-0.34369541447374924,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,11.54
1966-05-14,0.8473059519511803,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,11.79
1966-05-15,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,6.25
1966-05-16,0.9713685942871104,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,6.75
1966-05-17,-0.4181329998753074,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,9.87
1966-05-18,-0.4181329998753074,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,9.17
1966-05-19,-0.09557012980188892,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,12.0
1966-05-20,-0.26925782907219115,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,9.25
1966-05-21,-0.3188828860065632,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,15.96
1966-05-22,0.5495556103449478,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,24.41
1966-05-23,-0.3188828860065632,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,15.04
1966-05-24,0.5247430818777619,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,10.75
1966-05-25,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,14.96
1966-05-26,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,11.38
1966-05-27,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,8.17
1966-05-28,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,6.54
1966-05-29,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,5.66
1966-05-30,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,2.62
1966-05-31,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,0.83
1966-06-01,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,4.54
1966-06-02,-0.4677580568096794,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,4.79
1966-06-03,-0.4181329998753074,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,8.58
1966-06-04,-0.17000771520344704,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,16.54
1966-06-05,-0.2940703575393772,0.00017063451494053836,-0.00034282403508400675,0.0006029389505308946,10.41
